Time (ms),Position Data for Clock Game(mm)
,x,y,z
1200.973,-46.3980178833,264.237701416,142.47354126,
1209.668,-45.9535560608,264.760864258,141.372375488,
1218.364,-45.3184432983,265.148040771,140.89692688,
1227.06,-44.6773414612,265.523376465,140.449798584,
1235.755,-43.9903793335,265.568145752,139.925521851,
1244.451,-43.3220329285,265.631072998,139.425308228,
1253.146,-42.6762313843,265.650878906,138.924377441,
1261.842,-42.1406974792,265.636627197,138.248306274,
1270.538,-41.4597091675,265.269104004,137.746292114,
1279.233,-40.8504600525,265.106689453,137.296478271,
1287.929,-40.2466812134,264.896697998,137.020080566,
1296.624,-39.5838356018,264.483764648,136.836853027,
1305.32,-39.0949668884,264.537689209,136.793579102,
1331.407,-38.2401809692,264.629852295,135.979812622,
1340.102,-37.8047103882,263.917388916,136.113296509,
1348.798,-37.5561065674,263.527679443,136.058441162,
1357.499,-37.2311058044,262.961761475,136.034317017,
1366.199,-36.9010543823,262.290222168,135.941925049,
1374.9,-36.5889968872,261.837493896,135.891448975,
1383.6,-36.2865409851,261.471099854,135.994567871,
1392.301,-35.9110298157,261.013305664,135.909988403,
1401.002,-35.5643806458,260.675201416,135.703598022,
1409.702,-35.2584495544,260.630859375,135.567596436,
1418.403,-34.8245162964,260.305633545,135.30255127,
1427.103,-34.3402099609,259.980712891,134.916305542,
1435.804,-33.8079299927,259.673156738,134.686599731,78.8278198242,175.898254395,242.607162476,
1444.505,-33.229473114,259.252716064,134.432418823,-20.7216739655,224.749420166,221.064605713,
1453.205,-32.5553512573,258.672424316,134.104675293,-20.6780128479,224.903717041,220.997756958,
1461.906,-31.9886932373,258.3777771,133.59614563,
1470.606,-31.4316749573,258.1484375,133.074310303,
1479.307,-30.8469142914,257.906219482,132.54800415,
1488.008,-30.3921546936,258.031890869,131.986373901,-18.8426837921,223.751708984,218.016906738,
1496.708,-29.7402706146,257.713439941,131.411560059,-18.663110733,224.134857178,218.21925354,
1505.409,-29.0638637543,257.411468506,130.972106934,-18.301984787,224.445587158,218.164871216,
1514.109,-28.4009723663,257.150177002,130.506454468,-18.1053237915,224.411132812,217.811630249,
1522.81,-27.8124847412,256.945800781,129.808898926,
1531.511,-27.2880840302,257.051696777,129.291900635,
1540.211,-26.8492660522,257.02041626,128.538833618,
1548.912,-26.2744083405,256.755432129,127.972328186,
1557.612,-25.7374687195,256.462738037,127.425796509,
1566.313,-25.2673301697,256.12991333,126.851013184,
1575.014,-24.8729953766,255.866882324,126.125106812,
1583.714,-24.40102005,255.602279663,125.617912292,
1592.415,-24.0233707428,255.142730713,124.817970276,
1601.115,-23.5535697937,255.088165283,124.63583374,
1609.816,-23.0532913208,254.687667847,124.309814453,
1618.517,-22.6760025024,254.614501953,124.030860901,-11.8177118301,221.75970459,210.888000488,
1627.217,-22.3598003387,254.46182251,123.7423172,
1635.918,-22.1643924713,254.425979614,123.413879395,
1644.618,-21.9366455078,254.34703064,123.261009216,
1653.319,-21.7693977356,254.325241089,123.132369995,-13.5672464371,221.940048218,210.468734741,
1662.02,-21.6811466217,254.592437744,122.929885864,
1670.72,-21.6058597565,254.511535645,122.609855652,
1679.421,-21.551361084,254.493270874,122.297859192,
1688.121,-21.4949550629,254.683624268,122.433372498,
1696.822,-21.416097641,254.600082397,122.463127136,
1705.523,-21.408613205,254.681564331,122.475746155,-11.483710289,221.688705444,209.125869751,
1714.223,-21.3871097565,254.746246338,122.639045715,-11.6779527664,221.871932983,209.460586548,
1722.924,-21.3848075867,254.740570068,122.776748657,-11.8257398605,222.086364746,209.658035278,
1731.624,-21.4949207306,254.982025146,122.972145081,
1740.325,-21.7684669495,255.427490234,122.753921509,
1749.026,-21.7570266724,255.169219971,122.957557678,
1757.726,-21.7852630615,255.193908691,123.330581665,
1766.427,-21.819475174,255.000335693,123.510482788,-11.9246883392,222.48789978,210.834762573,
1775.127,-21.8844089508,254.787628174,123.700080872,
1783.828,-22.010345459,254.643615723,123.791038513,
1792.529,-22.1164608002,254.52645874,123.874320984,
1801.229,-22.2676410675,254.527130127,123.839378357,-10.51404953,222.022827148,211.884719849,
1809.93,-22.3662643433,254.604598999,123.97908783,-10.8273200989,222.048339844,211.93157959,
1818.63,-22.5753574371,254.916885376,123.677268982,-11.6017713547,222.2709198,212.106063843,
1827.331,-22.5697650909,254.812332153,123.908233643,-12.0999212265,222.052932739,211.816650391,
1836.032,-22.6286563873,254.726806641,123.980606079,-12.2574472427,221.938537598,211.719329834,
1844.732,-22.6887073517,254.597930908,124.164756775,-12.3696956635,222.011901855,211.889938354,
1853.433,-22.8211269379,254.714080811,124.469322205,-12.3027114868,221.981460571,211.899871826,
1862.133,-23.1353225708,254.814041138,124.286369324,
1870.834,-23.3477268219,254.761062622,124.2940979,
1879.535,-23.5338687897,254.742034912,124.529830933,
1888.235,-23.7716255188,254.802947998,124.670959473,-12.2932548523,222.055862427,212.486190796,
1896.936,-24.0818271637,255.112075806,124.882736206,
1905.636,-24.4456253052,255.364303589,124.526519775,
1914.337,-24.5726680756,255.44203186,124.970306396,
1923.038,-24.7512989044,255.507507324,125.306838989,-13.4468889236,222.902832031,213.334060669,
1931.738,-24.9343910217,255.530166626,125.516975403,-13.7435855865,222.325759888,212.540420532,
1940.439,-25.2295074463,255.583084106,125.383522034,-14.1966133118,222.937057495,212.817306519,
1949.139,-25.5006313324,255.832107544,125.44921875,-13.9351911545,222.708831787,212.449462891,
1957.84,-25.6125793457,255.893707275,125.774902344,-13.9780378342,222.615356445,212.466156006,
1966.541,-25.7104225159,256.003234863,126.077934265,-13.8589982986,222.470458984,212.20765686,
1975.241,-25.8109073639,256.081512451,126.294898987,-13.9954710007,222.37399292,212.023712158,
1983.942,-26.0026569366,256.403625488,126.490264893,-14.0771503448,222.438034058,211.998886108,
1992.642,-26.145570755,256.57522583,126.668312073,-13.9484357834,222.562591553,212.047027588,
2001.343,-26.4953632355,257.044891357,126.339355469,-14.2468805313,222.709243774,212.143157959,
2010.044,-26.5459156036,257.021575928,126.576202393,-14.6158437729,222.669555664,212.02230835,
2018.744,-26.6789684296,257.236236572,126.765350342,-14.8800354004,222.776153564,212.104553223,
2027.445,-26.7663574219,257.172698975,126.884674072,
2036.145,-26.9544239044,257.280395508,126.817901611,
2044.846,-27.0565013885,257.233520508,126.97480011,
2053.547,-27.1152420044,256.950256348,127.09022522,
2062.247,-27.156665802,256.851654053,127.326210022,
2070.948,-27.2270908356,256.74887085,127.387168884,-14.9870033264,222.948547363,212.888824463,
2079.648,-27.2574863434,256.574371338,127.327697754,-15.0778493881,222.724075317,212.786453247,
2088.349,-27.2415599823,256.495117188,127.384338379,
2097.05,-27.1907787323,256.362976074,127.369094849,
2105.75,-27.1613559723,256.277008057,127.27721405,
2114.451,-27.0857753754,256.127868652,127.186538696,-15.2856626511,222.285568237,212.459365845,
2123.151,-27.0091648102,255.893768311,127.06603241,-15.3633823395,222.313537598,212.341201782,
2131.852,-26.9648418427,255.580596924,126.875228882,
2140.553,-26.9729938507,255.493377686,126.755775452,
2149.253,-26.908788681,255.2918396,126.683998108,
2157.954,-26.7828502655,254.897857666,126.570343018,
2166.654,-26.6839771271,254.819747925,126.56526947,
2175.355,-26.7351055145,254.893295288,125.957511902,
2184.056,-26.5361175537,254.596633911,125.929748535,-14.9322271347,221.321182251,212.029129028,
2192.756,-26.3790512085,254.682571411,125.982337952,-14.7647600174,221.6796875,212.303329468,
2201.457,-26.211479187,254.615463257,125.987831116,-14.6504421234,221.484100342,212.165481567,
2210.157,-26.1181602478,254.581802368,125.846229553,-14.6403408051,221.596389771,212.278182983,
2218.858,-25.9940605164,254.463424683,125.657333374,
2227.559,-25.8225288391,254.372817993,125.620010376,
2236.259,-25.6772003174,254.451782227,125.608261108,
2244.96,-25.4767799377,254.253234863,125.567596436,
2253.66,-25.3267326355,254.259750366,125.521606445,
2262.361,-25.1428413391,254.415313721,125.70690155,
2271.062,-25.0047130585,254.152786255,125.476028442,
2279.762,-24.7866535187,254.059799194,125.299049377,-13.4736270905,221.148544312,211.771270752,
2288.463,-24.5752544403,253.977432251,125.163139343,-13.0290956497,221.148757935,211.624160767,
2297.163,-24.3568229675,253.855438232,125.030014038,-13.2822132111,221.272033691,211.548461914,
2305.864,-24.0212001801,253.584014893,124.948539734,
2314.565,-23.7256355286,253.432266235,124.671455383,
2323.265,-23.3181705475,253.081771851,124.389404297,
2331.966,-23.0391159058,253.080856323,123.915504456,
2340.666,-22.4212036133,252.723815918,123.635948181,
2349.367,-21.6752586365,252.229171753,123.399772644,-9.84877681732,219.973770142,210.326293945,
2358.068,-20.8028945923,251.752029419,123.08266449,-9.68422794342,219.958068848,210.317687988,
2366.768,-19.7604160309,251.300735474,122.610649109,-9.15989208221,219.486358643,210.002288818,
2375.469,-18.5315952301,250.25894165,121.833892822,-8.68740653992,218.955276489,209.494247437,
2384.169,-17.1099338531,249.170028687,121.131072998,-8.08227062225,218.413925171,208.989334106,
2392.87,-15.602645874,248.222885132,120.344512939,-7.25925588608,217.847106934,208.457855225,
2401.571,-13.9028835297,247.217971802,119.660865784,-6.36836147308,216.905029297,207.625442505,
2410.271,-12.3122167587,246.211486816,118.309181213,-5.17780685425,215.818908691,206.773086548,
2436.373,-7.77854585648,242.941436768,115.86139679,-3.03832912445,213.85446167,205.256271362,
2445.074,-4.65627384186,240.57649231,114.424407959,-1.06254661083,212.02305603,203.689544678,
2453.774,-1.56339848042,238.21635437,112.851348877,
2462.475,1.72474884987,235.828567505,111.085639954,
2471.175,5.13896608353,233.366012573,109.308113098,
2479.876,8.74671173096,230.776550293,107.537025452,
2488.577,12.4321432114,228.095489502,105.527503967,
2497.277,16.2181491852,225.463088989,103.466163635,
2505.978,20.1404647827,222.717025757,101.504806519,
2514.678,24.1426258087,220.060806274,99.4944763184,
2523.379,28.1908950806,217.447937012,97.4332962036,
2532.08,32.2756538391,214.734268188,95.2599639893,
2540.78,36.4885635376,212.14630127,93.4012069702,
2549.481,40.7414741516,209.489868164,91.5094299316,
2558.181,45.0309410095,207.025085449,89.5147018433,
2566.882,49.3113632202,204.495437622,87.5589904785,
2575.583,53.5953483582,202.056640625,85.7751617432,
2584.283,57.9054450989,199.810668945,84.1037750244,
2592.984,62.2331123352,197.744293213,82.4144744873,
2601.684,66.4774093628,195.622360229,80.9178009033,
2610.385,70.6467895508,193.429840088,79.4205551147,
2619.086,74.7702484131,191.362884521,78.0717468262,
2627.786,78.8364868164,189.290817261,76.6910171509,
2636.487,82.8094024658,187.321578979,75.2699584961,
2645.187,86.6676101685,185.349822998,74.0065231323,
2653.888,90.4118118286,183.361557007,72.8178482056,
2662.589,93.9980163574,181.334411621,71.6486740112,
2671.289,97.5048370361,179.429092407,70.5997619629,
2679.99,100.835754395,177.451034546,69.5065002441,
2688.69,104.151069641,175.712493896,68.4792556763,
2697.391,107.321151733,173.944824219,67.4086761475,
2706.092,110.455314636,172.297027588,66.4487304688,
2714.792,113.504295349,170.74041748,65.5435028076,
2723.493,116.431640625,169.266021729,64.8213577271,
2732.193,119.222991943,167.850769043,64.0646133423,
2740.894,121.829666138,166.412887573,63.4006958008,
2749.595,124.29649353,164.997055054,62.8074989319,
2758.295,126.583679199,163.556381226,62.1278038025,
2766.996,128.688552856,162.112594604,61.5525436401,
2775.696,130.776367188,160.81237793,60.976688385,
2784.397,132.706359863,159.434707642,60.4243736267,
2793.098,134.675308228,158.221664429,59.827381134,
2801.798,136.595046997,157.033218384,59.3822212219,
2810.499,138.312759399,155.693969727,58.8679237366,
2819.199,140.074874878,154.518890381,58.3762435913,
2827.9,141.694915771,153.272750854,57.9509468079,
2836.601,143.222366333,152.035140991,57.5225753784,
2845.301,144.67010498,150.842010498,57.062171936,
2854.002,145.901229858,149.544052124,56.6298179626,
2862.702,147.124908447,148.348876953,56.2991638184,
2871.403,148.391815186,147.307525635,56.0243873596,
2880.104,149.621398926,146.298278809,55.6288909912,
2888.804,150.957504272,145.467910767,55.3701896667,
2897.505,152.11857605,144.532424927,55.050655365,
2906.205,153.305603027,143.687057495,54.8893814087,
2914.906,154.52545166,142.915267944,54.7039604187,
2923.607,155.535095215,142.015213013,54.5080680847,
2932.307,156.685241699,141.312698364,54.3225440979,
2941.008,157.596786499,140.400634766,53.9767532349,
2949.708,158.43107605,139.510696411,53.8104972839,
2958.409,159.166870117,138.56854248,53.6969833374,
2967.11,159.815109253,137.581176758,53.6170768738,
2975.81,160.339309692,136.507415771,53.5313148499,
2984.511,160.899612427,135.457305908,53.3798027039,
2993.211,161.457824707,134.462738037,53.2546653748,
3001.912,161.92515564,133.492202759,53.2642707825,
3010.613,162.551330566,132.694961548,53.2733001709,
3019.313,162.988479614,131.813095093,53.2486801147,
3028.014,163.330444336,130.939407349,53.2029151917,
3036.714,163.62461853,130.0909729,53.1766586304,
3045.415,163.971435547,129.32434082,53.1063537598,
3054.116,164.156005859,128.485092163,53.1459846497,
3062.816,164.412765503,127.80040741,53.1579780579,
3071.517,164.451095581,126.974685669,53.0961608887,
3080.217,164.714859009,126.413467407,53.1053962708,
3088.918,164.798904419,125.797325134,53.0925292969,
3097.619,164.958267212,125.355491638,53.1808128357,
3106.319,165.094421387,124.997291565,53.2432403564,
3115.02,165.266296387,124.73184967,53.2044448853,
3123.72,165.404937744,124.524208069,53.156036377,
3132.421,165.36328125,124.236694336,53.3081283569,
3141.122,165.390304565,124.017944336,53.3801765442,
3149.822,165.358200073,123.785072327,53.5602798462,
3158.523,165.268280029,123.487106323,53.6654930115,
3167.223,165.18901062,123.188171387,53.8201904297,
3175.924,165.393005371,123.089477539,53.9956436157,
3184.625,165.371734619,122.748138428,53.8868103027,
3193.325,165.37538147,122.437301636,53.9819412231,
3202.026,165.46987915,122.244812012,54.0389404297,
3210.726,165.538391113,122.082855225,54.0911712646,
3219.427,165.477233887,121.874412537,54.0995826721,
3228.128,165.389907837,121.68862915,54.0453987122,
3236.828,165.25289917,121.477127075,53.9338188171,
3245.529,165.131988525,121.236961365,53.807674408,
3254.229,165.027145386,120.994407654,53.7496376038,
3262.93,164.948516846,120.750968933,53.8791046143,
3271.631,164.710174561,120.423439026,53.9580459595,
3280.331,164.64125061,120.168708801,53.8090629578,
3289.032,164.538024902,119.946998596,53.8711433411,
3297.732,164.618270874,119.862045288,53.7499923706,
3306.433,164.706573486,119.846305847,53.9190826416,
3315.134,164.703567505,119.750053406,53.9051361084,
3323.834,164.753250122,119.723976135,53.9491882324,
3332.535,164.796340942,119.714950562,54.0369148254,
3341.235,164.969116211,119.809745789,53.9618492126,
3349.936,165.083847046,119.933425903,54.0066452026,
3358.637,165.130279541,120.070228577,54.0721435547,
3367.337,165.166412354,120.195777893,54.0209999084,
3376.038,165.032974243,120.277244568,54.1480102539,
3384.738,164.889663696,120.365997314,54.0307769775,
3393.439,164.91317749,120.632553101,54.1478042603,
3402.14,164.734558105,120.748085022,54.1719856262,
3410.84,164.633773804,120.935760498,54.2973136902,
3419.541,164.586425781,121.181838989,54.433013916,
3428.241,164.467407227,121.380020142,54.5577087402,
3436.942,164.256713867,121.545730591,54.6957435608,
3445.643,164.034912109,121.694961548,54.8264694214,
3454.343,163.836776733,121.897911072,54.8928260803,
3463.044,163.608978271,122.165145874,54.9794998169,
3471.744,163.161422729,122.367469788,55.1077194214,
3480.445,162.924789429,122.831977844,55.1894111633,
3489.146,162.310409546,123.11555481,55.3478736877,
3497.846,161.774902344,123.526039124,55.4983062744,
3506.547,161.062744141,123.866661072,55.7335968018,
3515.247,160.298583984,124.238800049,56.0372200012,
3541.349,158.079498291,125.17401123,57.0940589905,
3550.05,156.351409912,125.669250488,57.8064346313,
3558.75,154.740646362,126.140808105,58.3933639526,
3567.451,152.967193604,126.507568359,59.1394386292,
3576.152,151.248321533,126.998634338,59.9796791077,
3584.852,149.426498413,127.482887268,60.7654762268,
3593.553,147.303527832,127.796333313,61.6075782776,
3602.253,145.180664062,128.169128418,62.4730949402,
3610.954,142.971405029,128.508880615,63.2185974121,
3619.655,140.602630615,128.769287109,64.1444702148,
3628.355,138.135528564,128.992736816,65.0402679443,
3637.056,135.494506836,129.093902588,66.0320129395,
3645.756,132.804107666,129.164245605,66.8949203491,
3654.457,130.022460938,129.208633423,67.9396133423,
3663.158,127.231582642,129.298629761,69.0270080566,
3671.858,124.333854675,129.302581787,69.9724884033,
3680.559,121.307128906,129.228607178,70.7907867432,
3689.259,118.23487854,129.190093994,71.906211853,
3697.96,115.093681335,129.112625122,72.922088623,
3706.661,111.948394775,129.081893921,74.1056594849,
3715.361,108.67477417,128.935119629,75.1640701294,
3724.062,105.360282898,128.793991089,76.2292633057,
3732.762,102.051956177,128.675811768,77.4049530029,
3741.463,98.7532196045,128.602600098,78.5524902344,
3750.164,95.4256439209,128.551467896,79.659538269,
3758.864,92.0293960571,128.45703125,80.7511367798,
3767.565,88.6344299316,128.451889038,81.7508773804,
3776.265,85.1851959229,128.39541626,82.8966140747,
3784.966,81.7452850342,128.328994751,84.1256027222,
3793.667,78.3099746704,128.247497559,85.3302536011,
3802.367,74.8947677612,128.176437378,86.4921951294,
3811.068,71.4784545898,128.060836792,87.6276626587,
3819.768,68.1002578735,128.016555786,88.7345962524,
3828.469,64.7661819458,128.059051514,89.9488449097,
3837.17,61.4300193787,128.134506226,91.076751709,
3845.87,58.0706710815,128.18157959,92.2694015503,
3854.571,54.7548217773,128.269500732,93.534286499,
3863.271,51.47032547,128.306808472,94.7029037476,
3871.972,48.2761611938,128.382400513,95.8643493652,
3880.673,45.1670684814,128.479736328,97.0559234619,
3889.373,42.1123847961,128.536346436,98.1624984741,
3898.074,39.1464233398,128.67678833,99.2922058105,
3906.774,36.249332428,128.858642578,100.380935669,
3915.475,33.4253768921,129.051330566,101.521034241,
3924.176,30.6458263397,129.261917114,102.523292542,
3932.876,27.9806747437,129.524551392,103.792503357,
3941.577,25.3302402496,129.800567627,104.839111328,
3950.277,22.7654857635,130.11177063,105.946731567,
3958.978,20.2875652313,130.459442139,106.968223572,
3967.679,17.8788127899,130.814758301,107.939353943,
3976.379,15.5421571732,131.179351807,108.931594849,
3985.08,13.2431840897,131.563140869,109.766906738,
3993.78,10.9794921875,132.039871216,110.639564514,
4002.481,8.80715656281,132.379150391,111.663246155,
4011.182,6.65318346024,132.69229126,112.547744751,
4019.882,4.60313081741,132.994049072,113.570808411,
4028.583,2.60597491264,133.309387207,114.586181641,
4037.283,0.560801804066,133.698394775,115.232170105,
4045.984,-1.31832528114,133.971359253,116.130638123,
4054.685,-3.1512863636,134.314468384,116.969009399,
4063.385,-5.0809431076,134.752288818,117.287590027,
4072.086,-6.70264959335,135.023834229,118.276184082,
4080.786,-8.33475494385,135.311264038,118.993537903,
4089.487,-9.81971549988,135.564880371,119.940979004,
4098.188,-11.3485555649,135.877212524,120.455963135,
4106.888,-12.6852607727,136.069976807,121.195037842,
4115.589,-13.8642597198,136.175750732,122.065551758,
4124.289,-15.1002893448,136.398101807,122.707633972,
4132.99,-16.479101181,136.669311523,122.810882568,
4141.691,-17.5359554291,136.774765015,123.757858276,
4150.391,-18.8939304352,136.928649902,123.625320435,
4159.092,-20.0219573975,136.914642334,124.173484802,
4167.792,-20.9017868042,136.88633728,125.422599792,
4176.493,-21.7970752716,136.819091797,126.440422058,
4185.194,-22.8259906769,136.773757935,126.87587738,
4193.894,-23.7887554169,136.557525635,127.182846069,
4202.595,-24.5046443939,136.250900269,128.117874146,
4211.295,-25.5011940002,136.043395996,128.134277344,
4219.996,-26.1881160736,135.705291748,128.885482788,
4228.697,-26.752910614,135.360244751,129.794250488,
4237.397,-27.6014060974,135.033126831,129.712341309,
4246.098,-28.0004615784,134.603607178,130.501739502,
4254.798,-28.4603672028,134.164596558,130.822540283,
4263.499,-28.8069210052,133.764648438,131.30406189,
4272.2,-29.0594978333,133.300231934,131.63633728,
4280.9,-29.3594112396,132.856536865,131.610595703,
4289.601,-29.4640235901,132.390838623,131.990844727,
4298.301,-29.7236881256,131.90663147,131.72644043,
4307.002,-29.9460964203,131.492034912,131.562850952,
4315.703,-30.0512676239,130.993118286,131.553955078,
4324.403,-30.2155170441,130.453155518,131.206604004,
4333.104,-29.9495544434,129.847305298,131.941650391,
4341.804,-29.9453315735,129.275482178,131.776428223,
4350.505,-29.8228359222,128.689193726,131.852920532,
4359.206,-29.5070362091,128.04776001,132.281921387,
4367.906,-29.1441516876,127.359916687,132.620620728,
4376.607,-28.8227519989,126.61517334,132.686050415,
4385.307,-28.4734344482,125.861633301,132.685333252,
4394.008,-28.1149692535,125.123603821,132.653244019,
4402.709,-28.0522651672,124.466239929,131.975875854,
4411.409,-27.5586891174,123.743171692,132.423019409,
4420.11,-27.1837348938,123.0103302,132.499740601,
4428.81,-26.7734622955,122.387794495,132.744369507,
4437.511,-26.2489490509,121.772476196,133.169525146,
4446.212,-26.1023731232,121.156867981,132.501602173,
4454.912,-25.7332706451,120.633056641,132.601257324,
4463.613,-25.3002185822,120.145553589,132.863967896,
4472.313,-25.1645965576,119.616668701,132.118011475,
4481.014,-24.7830600739,119.200973511,132.172027588,
4489.715,-24.6120624542,118.995864868,131.748077393,
4498.415,-24.3060626984,118.808822632,131.683685303,
4507.116,-24.1852550507,118.671966553,131.041244507,
4515.816,-23.943819046,118.561294556,130.788772583,
4524.517,-23.6244850159,118.543914795,130.829406738,
4533.218,-23.5130748749,118.553108215,130.345046997,
4541.918,-23.4294281006,118.620407104,129.783294678,
4550.619,-23.3421897888,118.716041565,129.326980591,
4559.319,-22.9546318054,118.880218506,129.867874146,
4568.02,-22.8847694397,119.046974182,129.475509644,
4576.721,-22.5754833221,119.280181885,129.940765381,
4585.421,-22.571521759,119.427909851,129.351165771,
4594.122,-22.4679851532,119.558570862,129.153610229,
4602.822,-22.4463615417,119.760353088,128.850006104,
4611.523,-22.4647140503,120.027992249,128.470001221,
4620.224,-22.4410400391,120.165435791,128.2315979,
4646.325,-22.1086826324,120.381095886,129.126068115,
4655.026,-21.985250473,120.648597717,129.25491333,
4663.727,-22.0337734222,120.842178345,128.931350708,
4672.427,-21.9824142456,120.908676147,128.926528931,
4681.128,-21.8479499817,120.889732361,129.268218994,
4689.828,-21.8542938232,120.745094299,129.118041992,
4698.529,-21.8747711182,120.604179382,129.136352539,
4707.23,-21.9349822998,120.377113342,128.808914185,
4715.93,-21.8971538544,120.20198822,128.995239258,
4724.631,-21.6867599487,120.022010803,129.746414185,
4733.331,-21.4965515137,119.734817505,130.273803711,
4742.032,-21.5308456421,119.322868347,130.08946228,
4750.733,-21.5779819489,118.857223511,129.853103638,
4759.433,-21.6368980408,118.464660645,129.824981689,
4768.134,-21.6465454102,117.894935608,129.710479736,
4776.834,-21.5584201813,117.321968079,129.952102661,
4785.535,-21.488910675,116.670425415,130.212203979,
4794.236,-21.5310344696,116.020561218,130.358963013,
4802.936,-21.5133647919,115.252120972,130.545089722,
4811.637,-21.3874340057,114.544303894,131.043518066,
4820.337,-21.3053131104,113.858406067,131.344497681,
4829.038,-21.1333007812,113.124404907,131.645248413,
4837.739,-21.0488147736,112.327697754,131.573501587,
4846.439,-20.8688468933,111.586273193,131.630065918,
4855.14,-20.7352600098,110.848472595,131.420211792,
4863.84,-20.5828857422,110.110229492,131.240036011,
4872.541,-20.3038520813,109.462020874,131.397460938,
4881.242,-20.1499977112,108.731361389,130.999252319,
4889.942,-19.8664264679,108.070465088,130.86807251,
4898.643,-19.5706501007,107.423095703,130.635284424,
4907.343,-19.2861804962,106.842338562,130.245025635,
4916.044,-18.9390583038,106.290504456,130.070922852,
4924.745,-18.6170749664,105.727363586,129.653198242,
4933.445,-18.2696666718,105.289337158,129.53175354,
4942.146,-17.9377765656,104.756698608,129.122207642,
4950.846,-17.5927715302,104.209480286,128.713562012,
4959.547,-17.1968383789,103.857475281,128.817199707,
4968.248,-16.8166332245,103.544822693,128.95866394,
4976.948,-16.4802093506,103.176544189,128.93762207,
4985.649,-16.2127418518,102.7758255,128.722122192,
4994.349,-15.9781675339,102.366134644,128.400527954,
5003.05,-15.7302713394,102.040664673,128.317504883,
5011.751,-15.5312385559,101.682800293,128.24899292,
5020.451,-15.3504514694,101.356971741,128.283737183,
5029.152,-15.1400375366,101.080055237,128.421844482,
5037.852,-15.0176029205,100.80909729,128.369644165,
5046.553,-14.8876867294,100.477600098,128.077758789,
5055.254,-14.7291755676,100.201690674,127.854606628,
5063.954,-14.5538902283,100.067001343,127.955429077,
5072.655,-14.3855857849,99.9639968872,128.077850342,
5081.355,-14.1922645569,99.9762954712,128.278121948,
5090.056,-14.0475378036,99.9756546021,128.362564087,
5098.757,-13.9116697311,99.9394226074,128.197372437,
5107.457,-13.7481145859,100.004264832,128.404449463,
5116.158,-13.6945848465,100.087509155,128.218795776,
5124.858,-13.6186170578,100.100326538,127.965499878,
5133.559,-13.5320053101,100.257972717,127.876876831,
5142.26,-13.5228471756,100.457183838,127.750175476,
5150.96,-13.4732227325,100.680793762,127.71282196,
5159.661,-13.4172105789,100.936546326,127.992553711,
5168.361,-13.4275579453,101.138923645,128.173706055,
5177.062,-13.5334033966,101.354263306,128.16343689,
5185.763,-13.6776189804,101.636741638,128.288314819,
5194.463,-13.8357315063,101.858436584,128.518997192,
5203.164,-14.021361351,102.087348938,128.701461792,
5211.864,-14.2662038803,102.356079102,128.900543213,
5220.565,-14.4836626053,102.680519104,129.401809692,
5229.266,-14.8452072144,102.919403076,129.387954712,
