Time (ms),Position Data for Clock Game(mm)
,x,y,z
2903.737,10.1801538467,267.743591309,135.858093262,23.0378704071,240.182647705,222.554733276,
2912.438,10.3192853928,267.892303467,135.564208984,23.2579040527,240.304580688,222.236038208,
2921.138,10.461350441,268.048034668,135.374206543,23.3544788361,240.233291626,221.853942871,
2929.839,10.5637874603,268.365234375,135.366424561,
2938.54,10.6447143555,268.785858154,135.406600952,
2947.24,10.6888666153,269.109588623,135.360794067,
2955.941,10.7417497635,269.50177002,135.42527771,24.0559501648,241.383529663,220.918106079,
2964.641,10.7457342148,269.739105225,135.251831055,24.0275783539,241.863067627,221.320297241,
2973.342,10.8852519989,269.801208496,135.380157471,24.1546478271,242.118667603,221.383880615,
2982.043,10.9194631577,270.062408447,135.288223267,24.1105880737,242.050994873,221.087539673,
2990.743,10.9565544128,270.323364258,135.280487061,24.2272586823,242.617248535,221.561004639,
2999.444,11.0458307266,270.623840332,135.411437988,24.1811695099,242.564193726,221.479980469,
3008.144,11.0791559219,270.405303955,135.503265381,24.1661319733,242.779525757,221.651550293,
3016.845,11.0767240524,270.601898193,135.811065674,24.1600627899,242.820297241,221.639221191,
3025.546,11.0200681686,270.654296875,136.035171509,
3034.246,10.7894010544,271.18762207,136.11151123,
3042.947,10.7542276382,271.32119751,136.373596191,
3051.647,10.683262825,271.444793701,136.654464722,23.8801422119,244.183837891,222.673797607,
3060.348,10.5215244293,271.91305542,136.887176514,23.9816303253,243.910797119,222.66847229,
3069.049,10.2921562195,272.002319336,136.856781006,24.0935916901,243.979385376,222.808135986,
3077.749,10.1235742569,271.835083008,136.817245483,24.0364322662,244.281524658,222.99357605,
3086.45,10.0253076553,272.082611084,137.281845093,
3095.15,9.83521747589,272.160797119,137.50352478,
3103.851,9.67515087128,272.117492676,137.745391846,
3112.552,9.26678562164,272.154602051,137.477355957,23.2530899048,245.834335327,223.872253418,
3121.252,9.08826351166,272.149810791,137.844314575,23.2437953949,245.866470337,224.068740845,
3129.953,8.87492370605,272.037475586,138.187637329,23.2156848907,245.087692261,223.606079102,
3138.653,8.59901046753,271.9324646,138.381866455,23.1175403595,244.686981201,223.340576172,
3147.354,8.22045230865,272.10458374,138.573318481,
3156.055,7.86726570129,271.879211426,138.692749023,
3164.755,7.36237287521,271.782897949,138.324569702,
3173.456,7.05178833008,271.755371094,138.475585938,22.3352489471,246.742263794,225.963409424,
3182.156,6.72772026062,271.725982666,138.639099121,22.4241390228,246.661010742,225.956954956,
3190.857,6.49360847473,271.826629639,138.907821655,
3199.558,6.24219751358,271.965911865,139.067977905,
3208.258,6.07422971725,272.181152344,139.483383179,
3216.959,5.86468029022,272.055969238,139.58795166,
3225.659,5.65181827545,272.13104248,139.721313477,
3234.36,5.52862119675,271.899993896,139.895980835,
3243.061,5.38748884201,271.855957031,139.934753418,
3251.761,5.14002180099,272.155914307,139.715362549,21.1852264404,245.763549805,225.582214355,
3260.462,5.06078863144,272.273468018,139.870773315,21.1779117584,245.421051025,225.302093506,
3269.162,4.96637964249,272.042785645,139.874267578,21.1952800751,245.060684204,225.02015686,
3277.863,4.89866065979,272.210479736,140.066833496,21.0766487122,244.784057617,224.78086853,
3286.564,4.80033111572,272.138519287,140.12828064,20.8859024048,244.687301636,224.567321777,
3295.264,4.68243789673,272.153808594,140.069992065,20.8919258118,245.092071533,224.901046753,
3303.965,4.63247537613,272.035644531,140.107650757,20.9333610535,244.884277344,224.78465271,
3312.665,4.60042858124,272.275054932,140.305770874,20.9533557892,244.59854126,224.627639771,
3321.366,4.55346488953,272.257385254,140.153198242,20.8328266144,244.867324829,224.742721558,
3330.067,4.60657405853,272.45803833,140.309356689,20.8808689117,244.787414551,224.673629761,
3338.767,4.44351291656,272.672821045,139.891738892,21.0101509094,244.925216675,224.80241394,
3347.468,4.49315834045,273.008026123,140.126815796,20.9791355133,245.115661621,224.940505981,
3356.168,4.37546300888,273.103240967,139.686264038,20.9874324799,245.002258301,224.75793457,
3364.869,4.53492879868,273.073455811,139.979873657,20.9938201904,244.939590454,224.697250366,
3373.57,4.48245048523,273.343719482,139.872817993,20.97215271,245.178588867,224.875045776,
3382.27,4.63259506226,273.126190186,139.979751587,21.0290813446,245.392120361,225.091827393,
3390.971,4.74769878387,273.100769043,140.068893433,21.0367641449,245.632995605,225.250167847,
3399.671,4.85784053802,273.215148926,140.19972229,21.0721054077,245.494186401,225.054626465,
3408.372,5.03706598282,273.068878174,140.286636353,21.1330070496,245.777435303,225.256729126,
3417.073,5.23874425888,272.885803223,140.360488892,21.1821117401,245.821792603,225.215835571,
3425.773,5.35754537582,273.007202148,140.336608887,21.3083133698,245.962890625,225.2525177,
3434.474,5.51615762711,273.061523438,140.368408203,21.4074745178,245.984832764,225.228683472,
3443.174,5.43475961685,273.111419678,139.802322388,21.4995937347,246.063095093,225.263687134,
3451.875,5.55372238159,272.938415527,139.80632019,
3460.576,5.65228414536,272.7109375,139.846679688,
3469.276,5.53267288208,273.143890381,139.556121826,
3477.977,5.64523458481,273.068786621,139.722747803,21.493938446,246.432785034,225.036880493,
3486.677,5.70886182785,272.912597656,139.745223999,21.5536746979,246.453796387,225.213424683,
3495.378,5.80490064621,272.653320312,139.791625977,21.6443157196,246.573364258,225.490203857,
3504.079,5.64870691299,272.676208496,139.306884766,21.6896095276,246.837112427,225.682937622,
3512.779,5.74011516571,272.736572266,139.470657349,21.7238254547,246.696136475,225.589599609,
3521.48,5.87054300308,272.707763672,139.773880005,21.8057117462,246.546112061,225.507019043,
3530.18,5.95500993729,272.553405762,139.968215942,21.8165817261,246.391860962,225.378692627,
3538.881,5.81242704391,272.662689209,139.74508667,21.8591766357,246.553573608,225.656555176,
3547.582,5.87480258942,272.676940918,140.194396973,21.9016075134,246.700073242,225.821075439,
3556.282,5.77578210831,272.847625732,140.381027222,21.9441242218,246.154876709,225.617904663,
3564.983,5.64801645279,272.854125977,140.41696167,21.9150791168,246.119491577,225.801376343,
3573.683,5.70755815506,272.565429688,140.891296387,
3582.384,5.72937297821,272.412963867,141.406021118,
3591.085,5.7176527977,272.046966553,141.727935791,
3599.785,5.64602375031,272.084899902,141.992401123,
3608.486,5.68172216415,271.771697998,142.416610718,
3617.186,5.77169322968,271.341888428,142.85987854,
3625.887,5.78592777252,270.878997803,143.147460938,22.3286361694,244.080230713,228.20954895,
3634.588,5.69856119156,270.766021729,143.18560791,22.4342041016,243.233291626,227.856719971,
3643.288,5.66264295578,270.185668945,143.054153442,22.5062618256,242.279907227,227.424041748,
3651.989,5.81152915955,269.627044678,143.514190674,22.6156730652,241.226226807,226.834381104,
3660.689,5.94574117661,269.013214111,143.879211426,22.7941017151,240.882751465,227.09928894,
3669.39,5.95897293091,268.728424072,144.253219604,22.9638938904,240.007080078,226.846588135,
3678.091,5.95087099075,268.400360107,144.635116577,22.9625377655,239.593902588,227.119415283,
3686.791,5.90842247009,268.131530762,145.052368164,23.1151561737,239.199539185,227.487228394,
3695.492,6.09810400009,267.307250977,145.80255127,23.1467514038,238.681121826,227.730316162,
3704.192,6.22992324829,266.446289062,146.668716431,23.3233146667,238.015563965,227.975494385,
3712.893,6.07331562042,265.804931641,147.461151123,23.3190040588,236.927856445,227.895187378,
3721.594,5.87676239014,264.635314941,148.354431152,
3730.294,5.54579496384,263.589385986,149.553649902,
3738.995,5.36304521561,261.552185059,150.93548584,
3747.695,5.03892040253,259.533233643,152.805740356,
3756.396,4.4849357605,257.008056641,154.933776855,
3765.097,3.69412279129,253.553741455,157.068222046,
3773.797,3.01799416542,250.086242676,160.205581665,
3782.498,1.90009891987,245.950317383,163.169662476,
3791.198,1.2852615118,241.259246826,166.488006592,
3799.899,0.648659229279,236.712402344,170.582122803,
3808.6,0.488500118256,231.295089722,175.14453125,
3817.3,0.909001886845,225.040054321,179.964202881,
3826.001,1.71600496769,219.519592285,186.06111145,21.5401382446,213.602249146,224.73223877,
3834.701,2.68636584282,211.66784668,190.499465942,
3843.402,4.26088523865,204.326889038,195.934417725,
3852.103,6.55241060257,196.606491089,201.096603394,
3878.204,12.3852214813,178.272216797,213.237411499,
3886.905,19.4378261566,169.436096191,222.998703003,
3895.606,23.3572006226,158.898101807,224.369384766,
3904.306,22.7963371277,164.348007202,228.733535767,
3913.007,75.1464157104,219.337097168,209.818817139,22.7051849365,170.845062256,234.130233765,
3921.707,76.1844863892,215.64414978,211.477676392,
3930.408,77.1808700562,211.532958984,212.164215088,
3939.109,78.3015060425,208.085754395,213.881271362,
3947.809,79.4979858398,204.69190979,215.238098145,
3956.51,80.7043533325,200.794754028,216.345733643,
3965.21,82.1496200562,197.134521484,217.601379395,
3973.911,83.5332641602,192.943893433,219.145736694,
3982.612,85.368850708,189.288848877,219.175979614,
3991.312,88.2146835327,188.229919434,220.959701538,
4000.013,89.7661895752,183.294754028,220.860809326,
4008.713,91.1162948608,178.106063843,221.111740112,
4017.414,92.8928604126,173.060699463,220.964645386,
4026.115,93.7158660889,166.132858276,218.922561646,
6390.104,24.4358100891,89.2335357666,103.200569153,
6398.8,24.2064914703,89.067817688,101.941764832,
6407.495,23.8024921417,88.8387908936,100.469688416,
6416.191,22.9805660248,87.9147109985,100.488594055,
6424.886,22.6074542999,87.17162323,100.380973816,
6433.582,22.0815544128,86.7040634155,99.5424346924,
6442.278,21.434513092,86.4306106567,98.205657959,
6450.973,20.9462337494,85.6927261353,98.0144500732,
6459.669,20.2988586426,85.1259841919,97.1453018188,
6468.364,19.8899669647,84.3839111328,96.8171463013,
6477.06,20.5203990936,82.6592941284,97.1310348511,
6485.756,19.6745548248,82.4336776733,95.2951660156,
6494.451,19.5324344635,80.9607772827,95.5888442993,
6503.147,20.391336441,78.9903717041,96.2014160156,
6511.842,20.4921989441,78.6132736206,95.3609161377,
6520.538,19.4449081421,77.8038406372,94.4287948608,
7199.07,-48.7474212646,355.231994629,225.058532715,
7207.77,-51.5957794189,356.29208374,226.292068481,
7216.471,-50.1631393433,356.44354248,226.127304077,
7225.172,-50.3285522461,359.306335449,227.488861084,
7233.872,-50.1211051941,358.415222168,226.888717651,
7242.573,-48.727142334,355.540985107,224.914611816,
7338.279,-48.0129585266,353.508331299,222.634887695,
7346.98,-47.3424797058,353.903747559,222.949508667,
7355.681,-46.9014434814,356.137237549,224.228744507,
7364.381,-47.0709686279,357.022399902,224.717880249,
7373.082,-47.9012374878,357.368896484,224.265563965,
7381.782,-48.7396621704,357.432800293,223.931533813,
7390.483,-49.4295730591,358.081848145,223.423873901,
7399.184,-49.5067939758,357.111724854,223.208969116,
7407.884,-49.6534614563,358.708129883,223.23916626,
7416.585,-49.9120445251,357.603271484,223.153198242,
7425.285,-49.7069969177,359.030822754,224.324172974,
7433.986,-49.4567947388,359.163482666,224.416992188,
7442.687,-49.2967987061,357.697174072,223.788131714,
7451.387,-48.9700279236,356.745330811,223.404449463,
8886.986,43.1782073975,96.4079589844,47.2423439026,
8895.687,34.2957496643,90.8871154785,61.2328147888,
8913.088,55.9747657776,100.08921814,52.1392478943,
8921.789,57.7983779907,99.5633239746,53.0523757935,
8930.489,59.5908432007,98.5065383911,54.3852043152,
8939.19,61.796421051,97.9250946045,54.5384979248,
8947.89,64.5183181763,97.6753768921,54.3932304382,
8956.591,67.4221572876,97.0958557129,54.8636245728,
8965.292,70.1981201172,95.6872024536,56.2834739685,
8973.992,72.8028945923,94.068359375,58.0454521179,
8982.693,75.0673751831,92.5405578613,59.9520492554,
8991.393,77.2402038574,91.3327560425,61.8088722229,
9000.094,79.3218002319,90.2588272095,63.7299995422,
9008.795,76.3842697144,90.8911361694,65.2245788574,
9026.196,89.6259918213,84.0962600708,74.0019073486,
9034.896,91.1588516235,83.6052322388,75.1211013794,
9043.597,92.3714370728,82.6415481567,75.7564239502,
9052.298,93.2088851929,80.8497695923,75.9245605469,
9060.998,92.4699630737,76.9243392944,74.9099578857,
9104.501,104.207679749,73.3573913574,90.260887146,
9113.202,104.766441345,73.3342895508,90.7371139526,
9121.902,105.343154907,73.0620117188,91.0874862671,
9130.603,105.51109314,72.4732894897,91.2728118896,
9139.304,105.534942627,71.150718689,91.1372070312,
9148.004,105.892356873,70.5507354736,91.3976287842,
9156.705,106.010673523,69.6878433228,91.5070571899,
9165.405,106.42237854,69.016708374,91.9401168823,
9174.106,106.733100891,68.2642440796,92.3334732056,
9182.807,106.915061951,67.6547088623,92.7738037109,
9191.507,106.968307495,66.7670516968,93.1046218872,
9200.208,106.904350281,65.9052505493,93.4244689941,
9208.908,106.213935852,64.9777145386,93.606918335,
9217.609,105.923461914,64.5637512207,93.8907928467,
9226.31,105.663619995,63.9000396729,93.8837127686,
9235.01,105.505783081,63.388961792,93.9630432129,48.9540672302,320.324829102,305.548034668,
9243.711,105.390068054,63.0833854675,93.8464584351,48.5653610229,321.081237793,304.174804688,
9252.411,105.51953125,62.8341407776,93.6020507812,48.7168960571,323.541381836,305.363525391,
9261.112,105.420639038,62.637260437,93.2536239624,50.1988296509,323.350952148,307.143615723,
9269.813,105.639076233,62.3435707092,92.975944519,50.9524345398,325.12677002,308.617156982,
9278.513,105.687461853,62.4597473145,92.8125305176,51.2922401428,325.328918457,308.198944092,
9287.214,106.077812195,62.1183624268,92.7427597046,51.7393417358,327.519866943,309.05279541,
9295.914,52.4272460938,329.047485352,309.850524902,
9304.615,53.9492111206,328.606719971,311.610534668,
9313.316,54.3339385986,328.463287354,310.295898438,
9322.016,54.8721351624,329.203979492,310.32800293,
9818.825,35.1326522827,133.253662109,127.682304382,
9827.52,35.4500541687,136.775741577,126.945098877,
9836.216,35.9564094543,140.894836426,125.926490784,
9844.912,36.6692390442,145.554916382,124.562828064,
9853.607,37.6000785828,150.749801636,123.01738739,
9879.694,40.2459793091,161.405822754,120.110275269,
9888.39,42.6285896301,170.16217041,117.327827454,
9897.085,45.0902023315,178.264678955,114.884620667,
9905.781,47.6946754456,186.279083252,112.619689941,
9914.476,50.4907531738,193.992446899,110.430236816,
9923.172,53.3860282898,201.277145386,108.04839325,
9931.868,56.5285186768,207.94241333,106.007537842,
9940.563,59.7650260925,213.83821106,103.725196838,
9949.259,63.1620140076,219.135162354,101.596313477,
9957.954,66.6335296631,223.548126221,99.2552261353,
9966.65,70.1990203857,227.734939575,96.9012069702,
9975.346,73.7193908691,231.297592163,94.5981903076,
9984.041,77.2127532959,234.270385742,92.1556549072,
9992.737,80.7399749756,237.207336426,89.8141403198,128.752426147,234.409545898,153.658477783,
10001.432,84.3718261719,239.962219238,87.5499725342,
10010.128,88.1236190796,242.95791626,85.2491531372,
10018.824,91.7987747192,245.278961182,83.1065063477,
10027.519,95.5151367188,247.423751831,81.1258010864,
10036.215,99.2725601196,249.80406189,79.2272338867,
10044.91,102.860366821,251.681304932,77.3931655884,
10053.606,106.245658875,253.305969238,75.7101364136,
10062.302,109.3463974,254.650894165,74.003036499,
10070.997,112.284469604,255.573287964,72.539352417,
10079.693,115.106338501,256.304321289,71.0791397095,
10088.388,117.826515198,256.868560791,69.6280975342,
10097.084,120.609672546,257.638153076,68.4040145874,
10105.78,123.418670654,258.733978271,67.4327545166,
10114.475,125.931694031,259.458404541,66.3654098511,
10123.171,128.577545166,260.844940186,65.6081008911,
10131.866,130.591583252,261.23147583,64.7532424927,
10140.562,132.598724365,261.689697266,64.068107605,
10149.258,134.548248291,262.256103516,63.1432952881,
10157.953,136.305862427,262.557342529,62.5862770081,
10166.649,138.084503174,262.917907715,62.0766143799,
10175.344,139.811584473,263.083709717,61.614315033,
10184.04,141.486694336,263.283477783,61.165927887,
10192.736,143.251693726,263.700164795,60.6907844543,
10201.431,144.998519897,264.160766602,60.359703064,
10210.127,146.850097656,265.014038086,60.1351928711,
10218.822,148.504562378,265.681182861,59.8799209595,
10227.518,150.198135376,266.477233887,59.6872329712,
10236.214,151.757720947,267.151275635,59.604763031,
10244.909,153.346786499,267.894073486,59.4876899719,
10253.605,154.755493164,268.400268555,59.2951049805,
10262.3,155.960189819,268.685455322,59.1971931458,
10270.996,157.387969971,269.477142334,59.0966110229,
10279.692,158.688491821,270.19934082,59.0929031372,
10288.387,159.752319336,270.70904541,59.1104545593,
10297.083,160.765670776,271.261749268,59.1659355164,
10305.778,161.674301147,271.782684326,59.1800498962,
10314.479,162.815689087,272.81451416,59.301700592,
10323.18,163.99395752,273.71673584,58.7312469482,
10331.88,164.97215271,274.267059326,58.7747039795,
10340.581,165.816986084,274.533691406,58.7448806763,
10349.281,166.8072052,274.985870361,58.6556968689,
10357.982,167.572982788,275.008453369,58.5527648926,
10366.683,168.610687256,275.456512451,58.455947876,
10375.383,169.557800293,275.726837158,58.2843551636,
10384.084,170.326263428,275.768005371,58.0534706116,
10392.784,171.325775146,276.181274414,57.8608856201,
10401.485,172.128189087,276.327484131,57.6245574951,
10410.186,172.880142212,276.546356201,57.5017776489,
10418.886,173.335403442,276.350219727,57.2379646301,
10427.587,173.697463989,276.131347656,57.0820236206,
10436.287,174.047637939,275.921112061,56.8358230591,
10444.988,174.390441895,275.654541016,56.5982017517,
10453.689,174.655090332,275.263549805,56.4616775513,
10462.389,174.870559692,274.847717285,56.4153060913,
10471.09,175.003814697,274.330291748,56.2469825745,
10479.79,175.22706604,274.075531006,56.1917457581,
10488.491,175.316925049,273.669403076,56.0542678833,
10497.192,175.544403076,273.47756958,55.8017883301,
10505.892,175.763870239,273.301300049,55.6939125061,
10514.593,175.995269775,273.104858398,55.6455726624,
10523.293,175.982696533,272.631896973,55.6017112732,
10531.994,176.217269897,272.52633667,55.6377487183,
10540.695,176.309814453,272.271728516,55.6474838257,
10549.395,176.052764893,271.455810547,55.639213562,
10558.096,175.913467407,270.946105957,55.5580482483,
10566.796,175.849456787,270.567443848,55.4516143799,
10575.497,175.643432617,270.021697998,55.5013885498,
10584.198,175.530914307,269.599395752,55.3662910461,
10592.898,175.695602417,269.620269775,55.2469062805,
10601.599,175.864425659,269.618041992,55.0822219849,
10610.299,176.000259399,269.600646973,55.1093177795,
10619.0,176.093841553,269.474334717,55.0575714111,
10627.701,176.317825317,269.529052734,55.0999984741,
10636.401,176.441589355,269.439575195,54.983341217,
10645.102,176.583908081,269.449737549,54.9973449707,
10653.802,176.725158691,269.428497314,54.9168281555,
10662.503,176.634109497,269.056304932,55.0187110901,
10671.204,176.390274048,268.515075684,54.9152374268,
10679.904,176.571746826,268.644744873,55.0196113586,
10688.605,176.815124512,268.841369629,54.9401664734,
10697.305,176.825714111,268.642852783,54.9014968872,
10706.006,177.118118286,268.787689209,54.7339935303,
10714.707,177.3724823,268.944763184,54.383140564,
10723.407,177.599441528,269.083404541,54.5031318665,
10732.108,177.652099609,268.968200684,54.4089698792,
10740.808,177.614974976,268.784576416,54.4206886292,
10749.509,177.882537842,269.099578857,54.5792999268,
10758.21,177.843505859,269.062652588,54.5263023376,
10766.91,177.737487793,268.960601807,54.6867446899,
10775.611,177.718566895,268.997192383,54.7319259644,
10784.311,177.634567261,269.014129639,54.8570594788,
10793.012,177.424514771,268.731384277,54.84532547,
10801.713,177.424041748,268.772796631,54.6944160461,
10810.413,177.446853638,268.775177002,54.6710128784,
10819.114,177.57043457,268.890625,54.5701751709,
10827.814,177.45274353,268.646209717,54.5946540833,
10836.515,177.269546509,268.351226807,54.6999053955,
10845.216,177.256240845,268.345336914,54.8458328247,
10853.916,177.188369751,268.298339844,54.947265625,
10862.617,176.942443848,267.986328125,54.9106483459,
10871.317,176.830871582,267.967407227,55.1231231689,
10880.018,176.618652344,267.751647949,55.0421981812,
10888.719,176.373428345,267.522369385,55.0127029419,
10897.419,176.230529785,267.610046387,55.3083953857,
10906.12,175.874755859,267.279418945,55.2138519287,
10914.82,175.78163147,267.342926025,55.3657188416,
10923.521,175.588180542,267.15435791,55.6570549011,
10932.222,175.368560791,266.92980957,56.0323028564,
10940.922,175.074554443,266.557647705,56.4748764038,
10949.623,174.896789551,266.290283203,56.8367462158,
10958.323,174.601989746,265.897521973,57.3588523865,
10984.425,173.68737793,264.27444458,58.1049346924,
10993.126,173.084457397,263.214660645,58.9502105713,
11001.826,172.588226318,262.300323486,59.7840614319,
11010.527,172.024414062,261.300506592,60.6334991455,
11019.228,171.103240967,259.731994629,61.673500061,
11027.928,169.727203369,257.34197998,62.7840614319,
11036.629,168.17817688,254.627624512,64.1612014771,
11045.329,166.37046814,251.42199707,65.9012756348,
11054.03,164.021789551,247.370925903,67.9280319214,
11062.731,161.333129883,242.584075928,70.4612731934,
11071.431,158.736404419,237.608306885,73.448600769,
11080.132,156.027252197,232.048309326,77.2911300659,
11088.832,153.39364624,226.118392944,81.3628082275,
11097.533,151.331771851,220.612060547,86.8046875,
11106.234,149.124282837,214.450134277,92.4406661987,
11114.934,146.753463745,207.849365234,98.5575714111,
